id,name,description,latitude,longitude,event_date,created_at,updated_at,news_link,glide_number,event_label,aoi_size,active_start_date,active_end_date,firstwatch_link,icon_id,available_in_r3,available_in_commercial
249,MAKS-2011 Air Show,"Over 200 military and civilian aircraft will be on display at the MAKS Air Show, including the Airbus A380, Boeing's 787 Dreamliner, and of particular note, the public unveiling of Sukhoi's T-50, Russia's next-generation stealth fighter.",55.5668,38.1401,2011-08-18 20:57:00,2011-08-18 21:00:09.402531,2012-07-31 22:28:59.617774,http://english.ruvr.ru/2011/08/16/54699802.html,"",Yellow,16,2012-07-31 22:28:00,2012-08-30 22:28:00,"",18,f,t
246,Horn of Africa Famine,The worst drought in over 60 years has created a famine in the Horn of Africa. Millions of people have been impacted and hundreds of thousands have been displaced. ,2.338,42.9905,2011-08-16 21:18:00,2011-08-16 21:25:49.308846,2012-07-31 22:29:30.038326,http://www.voanews.com/english/news/africa/decapua-somalia-dadaab-update-10aug11-127453423.html,"",Yellow,16,2012-07-31 22:29:00,2012-08-30 22:29:00,"",17,f,t
244,Syrian Protests,"Syrian security forces continue operations to crush protesters throughout the country. An estimated 1,400 people have been killed since March.",33.518,36.313,2011-08-09 18:07:00,2011-08-09 18:12:42.178972,2012-07-31 22:29:46.944546,http://www.bbc.co.uk/news/world-middle-east-14179188,"",Orange,16,2012-07-31 22:29:00,2012-08-30 22:29:00,"",15,f,t
372,Burning Man 2012,"San Francisco cleared out considerably over the weekend as tens of thousands of artists, dreamers, hippies, techies, corporate professionals, newcomers and veteran Burners made a mass exodus to Nevada for the annual festival.",40.78292,-119.209052,2012-08-28 21:14:00,2012-08-28 21:18:41.970523,2012-08-28 21:18:41.970523,http://www.huffingtonpost.com/2012/08/27/burning-man-2012_n_1834494.html,"",Yellow,10,2012-08-28 21:14:00,2012-09-07 21:14:00,"",18,f,t
385,Vulcan del Fuego Eruption,"Authorities ordered the evacuation of more than 33,000 people in 17 communities following the eruption of Vulcan del Fuego.  Thick clouds of ash reduced visibility to less than 10 feet in the area of sugar cane fields surrounding the volcano.  ",14.482778,-90.882778,2012-09-14 15:41:00,2012-09-14 16:11:19.23228,2012-09-14 16:11:19.23228,http://www.france24.com/en/20120914-guatemalan-volcano-prompts-tens-thousands-evacuate-volcan-fuego-antigua,"",Orange,16,2012-09-14 15:41:00,2012-09-29 15:41:00,"",16,f,t
354,Wacken Open Air 2012,"At least 75,000 heavy metal fans from 35 different countries descended on the tiny northern German town of Wacken, for the world famous Wacken Open Air Festival which will see more than 130 bands on seven stages.",54.031141,9.359064,2012-08-03 16:21:00,2012-08-03 16:25:54.876353,2012-08-03 16:25:54.876353,http://www.thelocal.de/society/20120803-44135.html,"",Yellow,16,2012-08-03 16:21:00,2012-08-13 16:21:00,"",18,f,t
343,Floods in Canada,More than 340 people have been ordered out of their homes in the community of Sicamous in the British Columbia Interior after heavy rains sent water and mud flowing through the streets.,50.884,-118.919,2012-06-25 19:36:00,2012-06-25 19:38:54.235368,2012-09-17 15:36:16.089017,http://www.ctv.ca/CTVNews/Canada/20120624/BC-flooding-evacuation-120624/,"",Yellow,16,2012-06-25 19:36:00,2012-07-10 19:36:00,"",6,f,t
296,Flood and Ocean Storm in Madagascar,"Torrential rain has flooded large parts of Madagascar following the passing of Tropical Cyclone Irina on 01 March 2012.
",-21.743907,43.364,2012-03-02 18:50:00,2012-03-02 19:22:57.486217,2012-09-17 15:52:43.225118,http://www.trust.org/alertnet/news/tropical-storm-irina-struck-madagascar-at-about-0000-gmt-on-2-march,"",Yellow,16,2012-03-02 18:50:00,2012-03-12 18:50:00,"",6,f,t
294,Flood in Peru,"On Friday, intensive rain caused collapses in bridges over the Ilave River, in Peru, and the resulting flooding caused damage to houses, along with several deaths and crop loss. The waters left many isolated.

",-16.084343,-69.647051,2012-02-21 22:21:00,2012-02-21 22:34:56.908392,2012-09-17 15:57:05.049146,http://www.peruviantimes.com/25/floods-damage-crops-roads-and-housing-in-andean-highlands/11040/,"",Yellow,16,2012-02-21 22:21:00,2012-03-07 22:21:00,"",6,f,t
407,Earthquake in Guatemala,"Thirty-nine people have been killed and many more are missing after a 7.4-magnitude quake hit off the Guatemala's Pacific coast, the nation's president has said.",14.301,-91.907,2012-11-07 23:45:00,2012-11-07 23:48:09.778762,2012-11-13 19:33:39.999118,http://www.bbc.co.uk/news/world-latin-america-20243894,EQ-2012-000188-GTM,Yellow,16,2012-11-07 23:45:00,2012-11-17 23:45:00,"",4,f,t
417,Tasmania Fire,"Bushfires have burned about 29,000 hectares in southeast Tasmania. High heat and strong winds persist and scores are coming to grips with the destruction. In Dunalley, 65 homes and an elementary school were destroyed.",-42.887714,147.811214,2013-01-07 19:48:00,2013-01-07 19:57:12.567255,2013-01-07 19:57:12.567255,http://www.cnn.com/2013/01/06/world/asia/australia-wildfire/index.html,"",Yellow,16,2013-01-07 19:48:00,2013-01-17 19:48:00,"",5,f,t
355,"Noble Fire, Oklahoma","The Noble fire in Cleveland County, south of Oklahoma City, affected about 7,800 acres and had destroyed 25 structures -- including homes and outbuildings -- as of Saturday, officials said.",35.150372,-97.250977,2012-08-06 16:08:00,2012-08-06 16:23:54.481234,2012-08-06 16:23:54.481234,http://articles.cnn.com/2012-08-04/us/us_oklahoma-wildfires_1_high-temperatures-and-winds-fire-conditions-big-fire,"",Yellow,10,2012-08-06 16:08:00,2012-08-16 16:08:00,"",5,f,t
374,Wildfires in California,"Fires have yet to relinquish their grip on northern California forests. The Fort Complex Fire began with a lightning strike on August 5 and now a month later over 23,000 acres have been affected and the fire is 30% contained.",41.0293,-122.0577,2012-09-05 17:55:00,2012-09-05 18:01:59.587509,2012-09-05 18:01:59.587509,http://www.nasa.gov/mission_pages/fires/main/usa/20120904-california.html,"",Yellow,25,2012-09-05 17:55:00,2012-09-15 17:55:00,"",5,f,t
390,Mount Soputan Eruption,"One of Indonesia's most active volcanos has erupted, shooting ash and smoke nearly 1½ kilometers (1 mile) into the sky.",1.108,124.73,2012-09-18 16:56:00,2012-09-18 17:01:42.51293,2012-09-18 17:01:57.609183,http://www.huffingtonpost.com/2012/09/18/mount-soputan-volcano-erupts-indonesia_n_1893269.html,"",Yellow,16,2012-09-18 16:56:00,2012-10-03 16:56:00,"",16,f,t
356,Volcanic Eruption in New Zealand,"Scientists in New Zealand are monitoring Mount Tongariro carefully after the volcano erupted last night for the first time in 115 years.

",-39.133333,175.641667,2012-08-07 15:20:00,2012-08-07 15:22:29.357951,2012-08-07 15:22:29.357951,http://www.abc.net.au/news/2012-08-07/an-major-disruptions-after-nz-volcano-tongariro-erupts/4181502,"",Yellow,10,2012-08-07 15:20:00,2012-09-06 15:20:00,"",16,f,t
375,"Pine Creek Fire, Montana","The Pine Creek Fire has burned approximately 8,000 acres south of Livingston and over 400 people remain on the scene to work the fire.

",45.5058,-110.517,2012-09-05 18:05:00,2012-09-05 18:08:49.17136,2012-09-05 18:08:49.17136,http://www.ktvq.com/news/pine-creek-fire-update/,"",Yellow,13,2012-09-05 18:05:00,2012-09-15 18:05:00,"",5,f,t
387,Tropical Cyclone Sanba,"A powerful typhoon lashed North and South Korea with strong wind and heavy rain Monday, killing at least one person, leaving dozens of others homeless and cutting power to many homes and businesses in the South.",35.164775,129.121585,2012-09-17 18:12:00,2012-09-17 18:34:32.180086,2012-09-18 17:16:16.426784,http://www.huffingtonpost.com/2012/09/17/typhoon-sanba-2012-batter_n_1890091.html,"",Yellow,16,2012-09-17 18:12:00,2012-09-27 18:12:00,"",8,f,t
357,Sziget Festival 2012,"Placebo, LMFAO, The Killers and over 150 groups from Hungary, Europe and further afield will grace the stages at Budapest’s 20th Sziget Festival on Aug. 6-13, one of Europe’s most popular music events.",47.554287,19.055185,2012-08-07 21:09:00,2012-08-07 21:21:38.618176,2012-08-07 21:25:13.860922,http://www.hurriyetdailynews.com/budapests-famed-sziget-fest-begins.aspx?pageID=238&nID=27116&NewsCatID=383,"",Yellow,16,2012-08-07 21:09:00,2012-08-17 21:09:00,"",18,f,t
391,Flooding in Pakistan,"Torrential rain, which began on September 5th, has caused flash floods in Pakistan leaving an estimated one million people homeless. Over 100 people have been reported killed in the floods, and many homes and properties have been inundated.",28.333333,68.396667,2012-09-18 17:06:00,2012-09-18 17:53:43.225098,2012-09-27 21:35:30.264486,http://www.bbc.co.uk/news/world-asia-19545784,"",Yellow,16,2012-09-18 17:06:00,2012-10-03 17:06:00,"",6,f,t
409,Explosion in Indiana,"Authorities from various Indianapolis, Indiana and federal agencies scoured the rubble Sunday searching for clues to just what caused a massive and deadly explosion late Saturday night on the Far-Southside of the city.",39.6452,-86.0981,2012-11-12 22:13:00,2012-11-12 22:15:46.85001,2012-11-12 22:15:46.85001,http://www.usatoday.com/story/news/nation/2012/11/11/indianapolis-explosion-homes-fire/1697195/,"",Yellow,5,2012-11-12 22:13:00,2012-11-22 22:13:00,"",20,f,t
389,Fires in Ecuador,"22 fire fighters were wounded in Ecuador after an arson attack on Tuesday. The worst affected provinces are Pichincha, El Oro and Azuay. Eight provinces were issued with an Orange alert. No victims have been reported.",-0.285558,-78.62752,2012-09-17 18:43:00,2012-09-17 18:53:22.186852,2012-09-17 19:16:18.921467,http://www.plenglish.com/index.php?option=com_content&task=view&id=543626&Itemid=1,"",Yellow,16,2012-09-17 18:43:00,2012-09-27 18:43:00,"",20,f,t
388,Floods and Landslides in India,"On Friday, a series of cloudbursts struck the Himalayan state of Uttarkhand, triggering flash floods and landslides. At least 45 people have been killed and 35 others are missing whilst several more are injured.",30.467745,79.101382,2012-09-17 18:35:00,2012-09-17 18:41:14.418236,2012-11-13 19:35:23.758129,http://www.bbc.co.uk/news/world-asia-india-19596181,FF-2012-000166-IND,Yellow,16,2012-09-17 18:35:00,2012-09-27 18:35:00,"",6,f,t
243,Japan Flooding - Sanjo and Tadami,"Record rainfall in the eastern Niigata/western Fukushima prefectures have led to the advised evacuation of nearly 300,000 people.",37.47,139.219,2011-08-01 17:09:00,2011-08-01 17:13:39.641997,2012-07-31 19:05:22.011817,http://www.google.com/hostednews/afp/article/ALeqM5ijZ08b6_UaTV0m3ISlYZShE3sDuQ?docId=CNG.b802f980032bd7c04d75f200f787b575.341,"",Yellow,16,2012-07-31 19:04:00,2012-08-30 19:04:00,"",6,f,t
252,Hurricane Irene,"Currently rated a Category 2, Hurricane Irene may become a Cat 3 by the time it makes landfall near North Carolina's Outer Banks Saturday morning, drenching the East Coast as far north as Boston.",34.7106,-76.6188,2011-08-26 18:30:00,2011-08-26 18:36:58.419866,2012-07-31 22:27:41.17399,http://www.nhc.noaa.gov/#IRENE,"",Orange,16,2012-07-31 22:27:00,2012-08-30 22:27:00,"",8,f,t
251,UN Nigeria HQ Bombing,"A car bomb hit the UN's headquarters in Abuja, Nigeria. At least 18 people have died. The Boko Haram have claimed responsibility.",9.0355,7.4646,2011-08-26 17:09:00,2011-08-26 17:13:01.271105,2012-07-31 22:28:09.413849,http://www.bbc.co.uk/news/world-africa-14677957,"",Yellow,16,2012-07-31 22:27:00,2012-08-30 22:27:00,"",20,f,t
358,Floods in the Philippines ,"On Tuesday, torrential rains flooded the Philippines capital, Manila. Nine people were found dead buried under a landslide in Quezon City.",14.644075,121.046808,2012-08-08 15:50:00,2012-08-08 16:00:29.294146,2012-08-08 16:00:29.294146,http://www.bbc.co.uk/news/world-asia-19178288,FL-2012-000130-PHL ,Yellow,25,2012-08-08 15:50:00,2012-08-23 15:50:00,"",6,f,t
341,"Waldo Canyon Fire, Colorado","The Waldo Canyon fire, which officials here called ""very aggressive,"" spread in three directions and displaced about 11,000 people from their homes as fires continued to burn statewide Sunday.",38.912096,-104.874187,2012-06-25 15:13:00,2012-06-25 15:17:38.51575,2012-09-20 21:05:27.923253,http://www.denverpost.com/breakingnews/ci_20929068/waldo-canyon-fire-evacuation-manitou-springs,"",Yellow,16,2012-06-25 15:13:00,2012-07-10 15:13:00,"",5,f,t
58,Egypt - Suez Protests,Political,29.962,32.54,2011-01-28 12:00:00,2011-05-24 12:00:00,2011-06-07 19:24:05.486097,,,,,,,,1,f,t
1,Brazil Flooding,Flood,-22.283,-42.533,2011-01-13 12:00:00,2011-05-24 12:00:00,2011-06-07 19:54:06.469509,,,,,,,,1,f,t
411,Flooding in Italy,Two days of heavy rains followed by strong winds have left parts of central and northern Italy submerged.  Rising water levels have caused power cuts and transport disruptions as well as forcing some to flee their homes.,42.763545,11.112343,2012-11-14 20:34:00,2012-11-14 20:45:54.501501,2012-11-14 20:45:54.501501,http://www.bbc.co.uk/news/world-europe-20318043,"",Yellow,16,2012-11-14 20:34:00,2012-11-24 20:34:00,"",6,f,t
376,Floods in Northern Cameroon,"Extreme floods have devastated Northern regions of Cameroon. Nearly 20 people have died and thousands more are left homeless. Continuous rainfall and release of the Ladgo Dam caused the Benoe River to burst its banks, flooding residential areas.",9.060758,13.688664,2012-09-07 17:02:00,2012-09-07 19:22:09.039539,2012-09-07 19:22:09.039539,http://www.un-spider.org/about-us/news/en/6173/2012-09-07t161900/international-charter-activated-floods-cameroon,"",Yellow,16,2012-09-07 17:02:00,2012-10-17 17:02:00,"",6,f,t
359,Earthquake in Iran,"Relief operations are under way in Iran after two strong earthquakes in the north-west left at least 250 people dead and more than 2,000 injured.

",38.257,46.914,2012-08-13 14:07:00,2012-08-13 14:11:50.103601,2012-09-12 23:04:02.124839,http://www.bbc.co.uk/news/world-middle-east-19231118,"",Orange,16,2012-08-13 14:07:00,2012-08-28 14:07:00,"",4,f,t
392,Floods in South Sudan,"Floods which began in June have been affecting the Upper Nile state in South Sudan. The flooding in Sudan has displaced over three thousand people, and at least 15 people have been reported killed.",10.016,33.546,2012-09-24 17:42:00,2012-09-24 17:48:41.422422,2012-09-24 20:35:43.249701,http://www.trust.org/alertnet/news/sudanese-refugees-risk-disease-in-crowded-flooded-camps,"",Yellow,16,2012-09-24 17:42:00,2012-10-04 17:42:00,"",6,f,t
235,Souris-Missouri River Flooding - Sioux City,"Collection AOIs are defined for Minot ND, Sioux City IA, Offutt and Fort Calhoun, NE.",42.486,-96.405,2011-06-29 19:17:00,2011-07-06 19:17:55.45407,2011-07-27 16:29:40.422943,http://www.cnn.com,,,,,,,1,f,t
236,Souris-Missouri River Flooding - Minot,"Collection AOIs are defined for Minot ND, Sioux City IA, Offut and Fort Calhoun, NE.",48.232,-101.296,2011-06-29 19:18:00,2011-07-06 19:18:51.431487,2011-07-06 19:18:51.431487,,,,,,,,1,f,t
50,World Cup 2010 -  Royal Bafokeng,Sports,-25.578,27.1607,2010-06-11 12:00:00,2011-05-24 12:00:00,2012-01-16 17:02:52.532638,"","",Yellow,10,2012-01-16 17:02:00,2012-02-15 17:02:00,"",1,f,t
204,Spain - Lorca,Earthquake,37.671,-1.698,2011-05-11 12:00:00,2011-05-24 12:00:00,2011-06-02 15:06:45.004675,,,,,,,,1,f,t
205,Slave Lake Canada,Fire,55.2806,-114.7705,2011-05-17 12:00:00,2011-05-24 12:00:00,2011-06-02 15:09:33.674385,,,,,,,,1,f,t
184,Southern Storms - Birmingham,Tornado,33.5209,-86.802,2011-04-28 12:00:00,2011-05-24 12:00:00,2011-06-02 15:10:08.640009,,,,,,,,1,f,t
201,Midwest Floods - Norco,Flood,30.028,-90.39,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:10:49.310364,,,,,,,,1,f,t
177,Midwest Floods - Smithland,Flood,37.276,-88.47,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:11:11.704511,,,,,,,,1,f,t
178,Midwest Floods - Mount Vernon,Flood,37.81,-88.008,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:11:35.04385,,,,,,,,1,f,t
179,Midwest Floods - Newburgh,Flood,37.927,-87.375,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:12:01.866512,,,,,,,,1,f,t
168,Midwest Floods - Cape Girardeau,Flood,37.297,-89.471,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:12:22.111255,,,,,,,,1,f,t
180,Midwest Floods - Owensboro,Flood,37.794,-87.141,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:13:07.514299,,,,,,,,1,f,t
175,Midwest Floods - Grand Chain,Flood,37.204,-89.039,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:13:31.413562,,,,,,,,1,f,t
174,Midwest Floods - Natchez,Flood,31.544,-91.448,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:13:57.487259,,,,,,,,1,f,t
173,Midwest Floods - Vicksburg,Flood,32.361,-90.944,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:14:24.350819,,,,,,,,1,f,t
172,Midwest Floods - Greenville,Flood,33.416,-91.164,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:14:48.850934,,,,,,,,1,f,t
171,Midwest Floods - Helena,Flood,34.514,-90.586,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 15:15:16.379004,,,,,,,,1,f,t
176,Midwest Floods - Paducah,Flood,37.106,-88.624,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-02 17:42:54.796122,,,,,,,,1,f,t
360,Fires in North Algeria,"An estimated 20,000 hectares of land have been ravaged by forest fires in the north of Algeria since June. These are a result of hotter than average summer heat waves that have been reported to reach as high as 50 degrees Celsius. ",36.314678,2.308263,2012-08-16 20:06:00,2012-08-16 20:19:50.876113,2012-08-16 20:19:50.876113,http://www.news24.com/Africa/News/Wildfire-ravages-20-000ha-in-Algeria-20120814,"",Orange,16,2012-08-16 20:06:00,2012-08-31 20:06:00,"",5,f,t
377,Earthquakes in Southern China,"Two quakes measuring 5.7 and 5.6 on the Richter scale hit a border area near Yiliang county in Yunnan and Weining county in Guizhou province.  An estimated 100,000 people have been evacuated and approximately 20,000 houses were destroyed.",27.579862,103.990059,2012-09-07 19:30:00,2012-09-07 19:36:24.035573,2012-09-07 19:36:24.035573,http://news.xinhuanet.com/english/china/2012-09/07/c_131835270.htm,"",Orange,16,2012-09-07 19:30:00,2012-10-17 19:30:00,"",4,f,t
208,Massachusetts Tornados - Springfield,Tornado,42.101,-72.5898,2011-06-02 00:00:00,2011-06-03 16:35:57.063492,2011-06-03 16:35:57.063492,,,,,,,,1,f,t
209,Massachusetts Tornados- West Springfield,Tornado,42.107,-72.6206,2011-06-02 00:00:00,2011-06-03 16:37:16.78758,2011-06-03 16:37:16.78758,,,,,,,,1,f,t
210,Massachusetts Tornados - Monson,Tornado,42.1043,-72.318,2011-06-02 00:00:00,2011-06-03 16:38:06.235664,2011-06-03 16:38:06.235664,,,,,,,,1,f,t
211,Massachusetts Tornados - Westfield,Tornado,42.1244,-72.7495,2011-06-02 00:00:00,2011-06-03 16:39:04.620723,2011-06-03 16:39:04.620723,,,,,,,,1,f,t
212,Massachusetts Tornados - Agawam,Tornado,42.0692,-72.6152,2011-06-02 00:00:00,2011-06-03 16:39:59.404998,2011-06-03 16:39:59.404998,,,,,,,,1,f,t
213,Massachusetts Tornados - Charlton,Tornado,42.135,-71.9704,2011-06-02 00:00:00,2011-06-03 16:40:45.748193,2011-06-03 16:40:45.748193,,,,,,,,1,f,t
214,Massachusetts Tornados - Oxford,Tornado,42.1163,-71.865,2011-06-02 00:00:00,2011-06-03 16:41:33.693875,2011-06-03 16:41:33.693875,,,,,,,,1,f,t
215,Massachusetts Tornados - Palmer,Tornado,42.1582,-72.3286,2011-06-02 00:00:00,2011-06-03 16:42:22.933857,2011-06-03 16:42:22.933857,,,,,,,,1,f,t
220,Upper Midwest Flooding - Towner,Flood,48.348,-100.4155,2011-06-03 00:00:00,2011-06-03 16:47:44.541144,2011-06-03 16:47:44.541144,,,,,,,,1,f,t
221,Upper Midwest Flooding - Ashton,Flood,44.997,-98.481,2011-06-03 00:00:00,2011-06-03 16:48:22.986351,2011-06-03 16:48:22.986351,,,,,,,,1,f,t
222,Upper Midwest Flooding - Huron,Flood,44.355,-98.196,2011-06-02 00:00:00,2011-06-03 16:49:02.743887,2011-06-03 16:49:02.743887,,,,,,,,1,f,t
223,Upper Midwest Flooding - Pierre,Flood,44.367,-100.349,2011-06-03 00:00:00,2011-06-03 16:49:44.593447,2011-06-03 16:49:44.593447,,,,,,,,1,f,t
224,Yemen Unrest - Sanaa University,Protests,15.3653,44.1897,2011-06-03 19:34:00,2011-06-03 19:44:52.743407,2011-06-03 19:50:20.619249,,,,,,,,1,f,t
226,Syria Unrest - Ar Rastan,Political Unrest - Armored personal carriers.,34.9438,36.7446,2011-06-03 19:54:00,2011-06-03 19:55:49.612129,2011-06-06 16:36:37.769186,,,,,,,,1,f,t
419,Grounded Shell Oil Rig,"The oil rig ""Kulluk"" ran aground on Monday after drifting in stormy weather as it was being towed.  The rig is grounded on the south-east side of Sitkalidak Island, and does not appear to be leaking at present.",57.312,-153.03,2013-01-15 22:55:00,2013-01-15 22:58:19.122985,2013-01-15 22:58:19.122985,http://www.bbc.co.uk/news/world-us-canada-20887995,"",Yellow,16,2013-01-15 22:55:00,2013-01-26 22:55:00,"",20,f,t
402,Pemex Gas Pipe Explosion,"The blaze in the town of Zapotlanejo was caused by a digger striking the pipeline late on Thursday, and has not yet been brought under control.  The accident injured two firefighters and an employee of the state-owned energy company Pemex.",20.542503,-103.025926,2012-10-19 16:33:00,2012-10-19 16:46:11.96794,2012-10-19 18:03:19.089365,http://www.reuters.com/article/2012/10/19/mexico-pemex-idUSL1E8LJ2GF20121019,"",Yellow,16,2012-10-19 16:33:00,2012-10-29 16:33:00,"",20,f,t
218,Upper Midwest Flooding - Williston,Flood,48.1145,-103.715,2011-06-03 00:00:00,2011-06-03 16:46:14.667295,2011-06-03 16:46:14.667295,,,,,,,,1,f,t
219,Upper Midwest Flooding - Minot,Flood,48.234,-101.299,2011-06-03 00:00:00,2011-06-03 16:47:01.419636,2011-06-03 16:47:01.419636,,,,,,,,1,f,t
228,Pueyhue Volcano Complex,"Eruptions in the Puyehue-Cordon-Caulle volcano range have disrupted air traffic in Chile and Argentina. According to reports, an estimated 4,000 people have left the area.",-40.583,-72.112,2011-06-07 14:53:00,2011-06-07 16:25:11.145615,2011-06-07 16:25:11.145615,,,,,,,,1,f,t
170,Midwest Floods - Osceola,Flood,35.631,-89.923,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-07 16:58:41.786123,,,,,,,,1,f,t
203,Midwest Flood - Moganza,Flood,30.741,-90.101,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-07 16:59:01.048186,,,,,,,,1,f,t
166,Midwest Floods - Memphis TN,Flood,35.151,-90.049,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-07 16:59:31.503242,,,,,,,,1,f,t
167,Midwest Floods - Cairo,Flood,36.796,-89.332,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-07 16:59:47.56927,,,,,,,,1,f,t
202,Midwest Flood - Baton Rouge,Flood,30.441,-91.197,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-07 17:00:11.896418,,,,,,,,1,f,t
169,Midwest Floods - Dyersburg,Flood,36.196,-89.628,2011-05-04 12:00:00,2011-05-24 12:00:00,2011-06-07 17:00:42.156504,,,,,,,,1,f,t
189,Southern Storms - Oxford,Tornado,34.3609,-89.5293,2011-04-28 12:00:00,2011-05-24 12:00:00,2011-06-07 17:01:00.496708,,,,,,,,1,f,t
188,Southern Storms - Crystal Springs,Tornado,32.0509,-90.378,2011-04-28 12:00:00,2011-05-24 12:00:00,2011-06-07 17:01:18.209962,,,,,,,,1,f,t
185,Southern Storms - Glade Spring,Tornado,36.7795,-81.7752,2011-04-28 12:00:00,2011-05-24 12:00:00,2011-06-07 17:02:08.794518,,,,,,,,1,f,t
190,Osama Compound,Human Interest,34.169,73.242,2011-05-02 12:00:00,2011-05-24 12:00:00,2011-06-07 17:02:46.482345,,,,,,,,1,f,t
159,Syria - Aleppo,Political,36.21,37.1608,2011-04-25 12:00:00,2011-05-24 12:00:00,2011-06-07 17:06:15.035421,,,,,,,,1,f,t
161,Syria - Baniyas,Political,35.179,35.949,2011-04-25 12:00:00,2011-05-24 12:00:00,2011-06-07 17:06:54.68985,,,,,,,,1,f,t
158,Syria - Homs,Political,34.725,36.723,2011-04-25 12:00:00,2011-05-24 12:00:00,2011-06-07 17:07:10.161807,,,,,,,,1,f,t
157,Syria - Daraa,Political,32.62,36.106,2011-04-25 12:00:00,2011-05-24 12:00:00,2011-06-07 17:07:29.440645,,,,,,,,1,f,t
160,Syria - Damascus,Political,33.512,36.2913,2011-04-25 12:00:00,2011-05-24 12:00:00,2011-06-07 17:07:49.238363,,,,,,,,1,f,t
156,Mossy Rock Ranch Texas,Fire,32.776,-98.532,2011-04-20 12:00:00,2011-05-24 12:00:00,2011-06-07 17:08:08.389839,,,,,,,,1,f,t
147,NC - Askewville,Tornado,36.143,-76.893,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:08:54.10709,,,,,,,,1,f,t
144,NC - Sanford,Tornado,35.467,-79.155,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:09:14.309961,,,,,,,,1,f,t
148,NC - Fayetteville,Tornado,35.052,-78.877,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:09:43.179547,,,,,,,,1,f,t
155,Nigeria - Sokoto,Political,13.031,5.2309,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:11:52.389162,,,,,,,,1,f,t
152,Nigeria - Gombe,Political,10.282,11.1746,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:12:06.600104,,,,,,,,1,f,t
143,NC - Raleigh,Tornado,35.754,-78.701,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:12:24.046119,,,,,,,,1,f,t
149,Nigeria - Kano,Political,11.991,8.525,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:12:37.034668,,,,,,,,1,f,t
151,Nigeria - Jos,Political,9.924,8.8929,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:12:51.265063,,,,,,,,1,f,t
154,Nigeria - Katsina,Political,12.985,7.623,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:13:03.917924,,,,,,,,1,f,t
150,Nigeria - Kaduna,Political,10.541,7.425,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:13:17.338152,,,,,,,,1,f,t
153,Nigeria - Adamawa,Political,9.285,12.442,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:15:26.3651,,,,,,,,1,f,t
145,NC - Colerain,Tornado,36.201,-76.767,2011-04-18 12:00:00,2011-05-24 12:00:00,2011-06-07 17:15:42.274847,,,,,,,,1,f,t
197,Libya - Hun,Political,29.1109,15.963,2011-04-13 12:00:00,2011-05-24 12:00:00,2011-06-07 17:15:58.344238,,,,,,,,1,f,t
192,Libya - Yafran,Political,32.0621,12.526,2011-04-13 12:00:00,2011-05-24 12:00:00,2011-06-07 17:16:10.364025,,,,,,,,1,f,t
191,Libya - Misurata,Political,32.373,15.0933,2011-04-13 12:00:00,2011-05-24 12:00:00,2011-06-07 17:16:21.722744,,,,,,,,1,f,t
142,Coahuila Mexico,Fire,28.877,-102.192,2011-04-13 12:00:00,2011-05-24 12:00:00,2011-06-07 17:16:47.144786,,,,,,,,1,f,t
193,Libya - Bani Walid,Political,31.738,13.955,2011-04-13 12:00:00,2011-05-24 12:00:00,2011-06-07 17:16:59.16257,,,,,,,,1,f,t
194,Libya - Eastern Border,Political,31.5775,25.0739,2011-04-13 12:00:00,2011-05-24 12:00:00,2011-06-07 17:17:13.550643,,,,,,,,1,f,t
